row_index,customer_id,name_true,email_true,phone_true_e164,signup_date_true,order_date_true,city_true,district_true,country_true,order_amount_true,customer_age_true
1690,382,Mengi Sakarya,mengi.sakarya382@example.com,+905433971895,2023-09-12,2025-01-16,Ankara,Yenimahalle,Türkiye,306.86,55
1691,422,Kopan Bilge,kopan.bilge422@example.com,+905023212983,2024-08-16,2025-02-08,Gaziantep,Şehitkamil,Türkiye,250.63,50
1692,151,Özakan Mazlum Bilgin Akçay,ozakan.mazlum.bilgin.akcay151@example.com,+905578759856,2024-06-07,2026-04-16,İstanbul,Şişli,Türkiye,149.54,29
1693,266,Dr. Selime İnönü Yorulmaz,dr.selime.inonu.yorulmaz266@example.com,+905823578452,2021-08-20,2025-10-19,Adana,Çukurova,Türkiye,340.99,73
1694,298,Av. Zevlüde Türk Mansız,av.zevlude.turk.mansiz298@example.com,+905625349292,2022-09-16,2026-04-18,Konya,Meram,Türkiye,450.69,53
1695,174,Tayyip Duran,tayyip.duran174@example.com,+905099917381,2022-02-17,2026-05-09,Bursa,Osmangazi,Türkiye,286.43,42
1696,134,Dalkılıç Seven,dalkilic.seven134@example.com,+905415415206,2022-06-10,2025-06-27,Eskişehir,Odunpazarı,Türkiye,365.12,37
1697,238,Teber Bilir,teber.bilir238@example.com,+905585566593,2022-10-16,2025-02-08,Mersin,Yenişehir,Türkiye,271.56,52
1698,495,Yrd. Doç. Kızıltunç Cindoruk Ülker,yrd.doc.kiziltunc.cindoruk.ulker495@example.com,+905751648072,2022-05-23,2025-11-27,Erzurum,Yakutiye,Türkiye,287.01,46
1699,109,Aköz Hançer,akoz.hancer109@example.com,+905484086211,2023-01-04,2025-12-01,Manisa,Şehzadeler,Türkiye,137.56,27
1700,8,Çerçi Sezgin,cerci.sezgin8@example.com,+905824896383,2021-12-13,2025-02-28,Antalya,Kepez,Türkiye,237.47,37
1701,121,Necva Şensoy,necva.sensoy121@example.com,+905564651939,2022-11-21,2025-12-02,Şanlıurfa,Eyyübiye,Türkiye,170.89,29
1702,466,Doç. Metinkaya Türk,doc.metinkaya.turk466@example.com,+905023684855,2023-06-08,2026-04-19,Diyarbakır,Kayapınar,Türkiye,484.49,58
1703,32,Nevsale Bilgin Yaman,nevsale.bilgin.yaman32@example.com,+905067165726,2024-12-17,2025-03-19,Kayseri,Kocasinan,Türkiye,361.78,64
1704,54,Piran Nurda Dumanlı,piran.nurda.dumanli54@example.com,+905370985931,2022-05-21,2025-09-14,İstanbul,Üsküdar,Türkiye,383.74,70
1705,384,Dürrüşehvar Seven,durrusehvar.seven384@example.com,+905241246209,2024-02-15,2025-03-20,Kayseri,Melikgazi,Türkiye,116.91,29
1706,400,Özpetek Tevetoğlu,ozpetek.tevetoglu400@example.com,+905534735528,2022-06-15,2025-08-25,Trabzon,Ortahisar,Türkiye,467.33,74
1707,250,Rahiye Kumral Zorlu,rahiye.kumral.zorlu250@example.com,+905325621689,2022-06-10,2025-01-07,İstanbul,Üsküdar,Türkiye,323.5,61
1708,208,Hürdoğan Sezgin,hurdogan.sezgin208@example.com,+905432225913,2023-08-16,2025-10-30,Şanlıurfa,Eyyübiye,Türkiye,337.69,69
1709,431,Dr. Özge Musaffa Bilge Şener,dr.ozge.musaffa.bilge.sener431@example.com,+905121416141,2024-01-12,2025-11-03,Diyarbakır,Kayapınar,Türkiye,97.95,19
1710,411,Maksüde Hayrioğlu,maksude.hayrioglu411@example.com,+905169385977,2023-05-10,2026-05-08,Antalya,Kepez,Türkiye,273.17,54
1711,281,İmrihan İde Ülker,imrihan.ide.ulker281@example.com,+905372805129,2025-01-31,2025-05-21,Mersin,Yenişehir,Türkiye,437.86,71
1712,260,Boztaş Gürelcem Seven Sezer,boztas.gurelcem.seven.sezer260@example.com,+905339776719,2022-08-01,2025-04-01,Manisa,Şehzadeler,Türkiye,76.12,18
1713,142,Büşranur Alemdar,busranur.alemdar142@example.com,+905756220863,2024-02-22,2025-11-30,Gaziantep,Şahinbey,Türkiye,212.62,33
1714,392,Asiman Akçay,asiman.akcay392@example.com,+905304687506,2024-11-09,2026-02-15,Ankara,Yenimahalle,Türkiye,187.44,39
1715,280,Fazul Gül,fazul.gul280@example.com,+905471281442,2022-06-30,2025-11-03,Manisa,Şehzadeler,Türkiye,196.03,35
1716,210,Çisem Yılmaz,cisem.yilmaz210@example.com,+905379772369,2025-02-23,2025-09-06,Kayseri,Melikgazi,Türkiye,416.38,68
1717,419,Kutay Afer Hayrioğlu Aksu,kutay.afer.hayrioglu.aksu419@example.com,+905625257150,2022-07-15,2026-02-11,Bursa,Osmangazi,Türkiye,315.87,55
1718,464,Sücaettin Kısakürek,sucaettin.kisakurek464@example.com,+905108255598,2022-07-23,2025-06-21,Kayseri,Melikgazi,Türkiye,204.89,41
1719,384,Dürrüşehvar Seven,durrusehvar.seven384@example.com,+905241246209,2024-02-15,2025-03-07,Kayseri,Melikgazi,Türkiye,149.77,29
1720,158,Yahşi Soylu,yahsi.soylu158@example.com,+905015336884,2022-03-31,2025-06-05,İzmir,Bornova,Türkiye,179.03,36
1721,147,Yekda Sezer,yekda.sezer147@example.com,+905561853747,2024-06-18,2025-08-03,Diyarbakır,Kayapınar,Türkiye,378.83,72
1722,335,Alaz Eraslan Duran,alaz.eraslan.duran335@example.com,+905514846853,2023-08-17,2025-02-18,Van,İpekyolu,Türkiye,205.17,43
1723,433,Nayil Dumanlı,nayil.dumanli433@example.com,+905356690551,2025-12-06,2026-06-20,Manisa,Şehzadeler,Türkiye,470.82,47
1724,204,Av. Atnan Eşref Akgündüz,av.atnan.esref.akgunduz204@example.com,+905488725639,2021-11-02,2025-10-06,Ankara,Yenimahalle,Türkiye,405.79,72
1725,245,Mazlum Demir,mazlum.demir245@example.com,+905590425979,2025-02-17,2026-02-02,Van,İpekyolu,Türkiye,208.84,46
1726,410,Çıvgın Yaman,civgin.yaman410@example.com,+905729949387,2024-05-27,2025-10-01,Kayseri,Kocasinan,Türkiye,152.15,30
1727,472,Uz. Gülnaziye Şehza Yaman,uz.gulnaziye.sehza.yaman472@example.com,+905240422693,2025-07-23,2025-11-05,Konya,Meram,Türkiye,148.45,27
1728,3,Suat Şafak,suat.safak3@example.com,+905534192832,2023-05-11,2025-10-07,Gaziantep,Şehitkamil,Türkiye,173.74,42
1729,197,Orgün Şensoy,orgun.sensoy197@example.com,+905011024819,2024-09-02,2026-01-11,Konya,Meram,Türkiye,203.69,34
1730,75,Kaver İhsanoğlu Çetin,kaver.ihsanoglu.cetin75@example.com,+905415667652,2023-03-02,2025-07-15,Kayseri,Kocasinan,Türkiye,386.28,62
1731,231,Seydo Şener,seydo.sener231@example.com,+905368663266,2024-09-17,2025-10-17,İstanbul,Üsküdar,Türkiye,196.45,34
1732,106,Uğurkan Akçay,ugurkan.akcay106@example.com,+905587717535,2024-03-12,2025-07-05,Kayseri,Kocasinan,Türkiye,205.39,44
1733,233,Binay Huban Demir,binay.huban.demir233@example.com,+905474350313,2022-05-26,2025-11-15,Diyarbakır,Kayapınar,Türkiye,232.01,45
1734,126,Okt. Minibe Seblâ Tevetoğlu,okt.minibe.sebl.tevetoglu126@example.com,+905419182553,2023-05-20,2025-03-23,Konya,Selçuklu,Türkiye,115.58,25
1735,241,Kösemen Dumanlı,kosemen.dumanli241@example.com,+905522459334,2024-04-06,2025-02-16,Ankara,Keçiören,Türkiye,138.12,23
1736,154,Selmin Mansız,selmin.mansiz154@example.com,+905599293784,2024-12-18,2026-04-22,Van,İpekyolu,Türkiye,272.23,49
1737,204,Av. Atnan Eşref Akgündüz,av.atnan.esref.akgunduz204@example.com,+905488725639,2021-11-02,2026-03-15,Ankara,Yenimahalle,Türkiye,386.8,72
1738,358,Eyyüp Akdeniz,eyyup.akdeniz358@example.com,+905592661085,2023-05-08,2026-04-09,İzmir,Bornova,Türkiye,323.58,61
1739,411,Maksüde Hayrioğlu,maksude.hayrioglu411@example.com,+905169385977,2023-05-10,2025-12-03,Antalya,Kepez,Türkiye,308.34,54
1740,433,Nayil Dumanlı,nayil.dumanli433@example.com,+905356690551,2025-12-06,2026-01-30,Manisa,Şehzadeler,Türkiye,447.62,47
1741,70,Aliihsan Tunahan Duran Karadeniz,aliihsan.tunahan.duran.karadeniz70@example.com,+905359774688,2023-08-08,2025-01-16,Malatya,Yeşilyurt,Türkiye,363.76,28
1742,119,Korugan Şama,korugan.sama119@example.com,+905472126464,2023-03-27,2025-07-14,Mersin,Toroslar,Türkiye,335.95,68
1743,228,Öğr. Selcen Şama Akçay,ogr.selcen.sama.akcay228@example.com,+905622023413,2025-01-05,2025-07-21,Samsun,Atakum,Türkiye,248.28,43
1744,203,Musaffa Akdeniz,musaffa.akdeniz203@example.com,+905411080996,2021-08-20,2025-05-11,Kayseri,Kocasinan,Türkiye,291.17,55
1745,345,Zeride Sabihe Zengin Korutürk,zeride.sabihe.zengin.koruturk345@example.com,+905965772429,2024-02-11,2025-10-29,Gaziantep,Şahinbey,Türkiye,334.88,69
1746,455,Gönen Durmuş,gonen.durmus455@example.com,+905451052650,2025-05-19,2025-08-25,Malatya,Yeşilyurt,Türkiye,266.55,45
1747,98,Yaşattin Şama,yasattin.sama98@example.com,+905004786863,2024-07-24,2025-08-27,Denizli,Pamukkale,Türkiye,257.61,47
1748,11,Ceyhun Çorlu,ceyhun.corlu11@example.com,+905106513338,2023-06-08,2025-08-25,Ankara,Yenimahalle,Türkiye,171.69,26
1749,84,Tayaydın Atalay Seven,tayaydin.atalay.seven84@example.com,+905595327877,2024-03-21,2026-04-08,Konya,Meram,Türkiye,272.51,49
1750,202,Öğr. Seblâ Alemdar Gül,ogr.sebl.alemdar.gul202@example.com,+905533645257,2023-05-10,2025-12-15,Manisa,Şehzadeler,Türkiye,278.67,46
1751,470,Kamar Tarhan,kamar.tarhan470@example.com,+905534240891,2021-11-24,2025-09-09,Eskişehir,Odunpazarı,Türkiye,432.82,65
1752,414,Arş. Gör. Sebattin İvecen Ülker,ars.gor.sebattin.ivecen.ulker414@example.com,+905418621042,2023-06-24,2025-12-19,Gaziantep,Şehitkamil,Türkiye,193.83,40
1753,34,Tekbay Aksu,tekbay.aksu34@example.com,+905494808313,2021-11-29,2025-07-23,Mersin,Toroslar,Türkiye,266.27,44
1754,381,Dr. Buşra Karadeniz Çorlu,dr.busra.karadeniz.corlu381@example.com,+905120948181,2024-11-13,2026-06-09,Diyarbakır,Kayapınar,Türkiye,387.15,57
1755,107,Sancak Türk,sancak.turk107@example.com,+905048996423,2024-02-06,2025-12-05,Gaziantep,Şahinbey,Türkiye,187.91,32
1756,67,Erdursun Dalkılıç Akar Duran,erdursun.dalkilic.akar.duran67@example.com,+905079359782,2025-08-08,2025-12-31,Eskişehir,Odunpazarı,Türkiye,224.74,46
1757,79,Çakırca Gücal Yorulmaz,cakirca.gucal.yorulmaz79@example.com,+905473947312,2025-07-14,2026-02-03,Bursa,Osmangazi,Türkiye,276.29,46
1758,461,Galip Akdeniz,galip.akdeniz461@example.com,+905106684335,2023-07-24,2026-05-04,Manisa,Şehzadeler,Türkiye,271.79,48
1759,462,Ortak Ömür Duran Karadeniz,ortak.omur.duran.karadeniz462@example.com,+905414545635,2025-09-06,2025-12-17,Denizli,Pamukkale,Türkiye,135.01,29
1760,357,Okt. Öngen Bilgen Çetin,okt.ongen.bilgen.cetin357@example.com,+905515837767,2024-06-11,2026-03-21,Kayseri,Melikgazi,Türkiye,321.11,54
1761,285,Veis Yüksel,veis.yuksel285@example.com,+905091093911,2025-06-19,2025-09-25,Konya,Selçuklu,Türkiye,417.78,72
1762,227,Dr. Akyıldız Durdu Arslan,dr.akyildiz.durdu.arslan227@example.com,+905535544964,2023-06-15,2025-06-10,İzmir,Konak,Türkiye,559.75,67
1763,188,Nafii Sezer,nafii.sezer188@example.com,+905102726149,2024-11-06,2025-07-17,Diyarbakır,Kayapınar,Türkiye,117.01,30
1764,387,Bişar Ülker,bisar.ulker387@example.com,+905743553795,2025-11-10,2026-06-12,Bursa,Nilüfer,Türkiye,314.8,62
1765,385,Safinaz Ayçan Arslan Tevetoğlu,safinaz.aycan.arslan.tevetoglu385@example.com,+905033993788,2023-10-16,2025-01-27,Ankara,Keçiören,Türkiye,106.93,25
1766,68,Uz. Sadiye Gülbiye Aslan Ertaş,uz.sadiye.gulbiye.aslan.ertas68@example.com,+905515186449,2025-02-08,2025-11-21,Eskişehir,Odunpazarı,Türkiye,199.48,39
1767,500,Hüsmen Çetin,husmen.cetin500@example.com,+905002589552,2022-09-28,2025-02-07,Denizli,Pamukkale,Türkiye,221.68,45
1768,205,Öğr. Sezen Üge Mansız Ülker,ogr.sezen.uge.mansiz.ulker205@example.com,+905722992750,2024-09-20,2025-05-13,Diyarbakır,Kayapınar,Türkiye,393.44,66
1769,241,Kösemen Dumanlı,kosemen.dumanli241@example.com,+905522459334,2024-04-06,2025-02-28,Ankara,Keçiören,Türkiye,144.57,23
1770,423,Nalân Güverçin Şama,naln.guvercin.sama423@example.com,+905066149828,2021-11-15,2025-07-30,Diyarbakır,Kayapınar,Türkiye,134.2,29
1771,497,Remazan Duran,remazan.duran497@example.com,+905550448177,2023-08-18,2026-01-12,Van,İpekyolu,Türkiye,246.96,44
1772,130,Tümer Çamurcuoğlu,tumer.camurcuoglu130@example.com,+905361340745,2025-06-17,2025-08-07,Erzurum,Yakutiye,Türkiye,433.96,46
1773,354,Heva Yaman,heva.yaman354@example.com,+905520177749,2022-04-05,2025-06-23,Van,İpekyolu,Türkiye,97.42,18
1774,73,Koçak Akçay,kocak.akcay73@example.com,+905460953962,2022-03-23,2026-06-03,Gaziantep,Şahinbey,Türkiye,328.34,60
1775,325,Aybora Çamurcuoğlu,aybora.camurcuoglu325@example.com,+905548015716,2024-05-11,2025-03-09,Antalya,Kepez,Türkiye,279.47,47
1776,331,Dilşat Ertaş,dilsat.ertas331@example.com,+905590561655,2023-08-22,2026-04-25,Antalya,Kepez,Türkiye,206.78,40
1777,381,Dr. Buşra Karadeniz Çorlu,dr.busra.karadeniz.corlu381@example.com,+905120948181,2024-11-13,2025-12-08,Diyarbakır,Kayapınar,Türkiye,337.95,57
1778,68,Uz. Sadiye Gülbiye Aslan Ertaş,uz.sadiye.gulbiye.aslan.ertas68@example.com,+905515186449,2025-02-08,2025-09-13,Eskişehir,Odunpazarı,Türkiye,224.27,39
1779,473,Ayülker Şensoy,ayulker.sensoy473@example.com,+905010023142,2022-06-07,2025-02-13,Gaziantep,Şehitkamil,Türkiye,285.85,56
1780,132,Yeneral Ginyas Zorlu Hançer,yeneral.ginyas.zorlu.hancer132@example.com,+905126042232,2021-12-17,2025-02-23,Samsun,Atakum,Türkiye,386.75,38
1781,61,Yigit İhsanoğlu,yigit.ihsanoglu61@example.com,+905445502296,2025-07-23,2026-02-27,Şanlıurfa,Eyyübiye,Türkiye,331.69,27
1782,284,Sevdinar İhsanoğlu Hayrioğlu,sevdinar.ihsanoglu.hayrioglu284@example.com,+905010618175,2024-09-19,2026-01-08,Eskişehir,Odunpazarı,Türkiye,324.04,64
1783,340,Tenvir Alemdar,tenvir.alemdar340@example.com,+905321234764,2022-08-23,2025-02-19,Gaziantep,Şehitkamil,Türkiye,146.67,21
1784,462,Ortak Ömür Duran Karadeniz,ortak.omur.duran.karadeniz462@example.com,+905414545635,2025-09-06,2026-02-23,Denizli,Pamukkale,Türkiye,122.31,29
1785,487,Adlan Eraslan,adlan.eraslan487@example.com,+905024817175,2024-12-30,2025-10-19,Şanlıurfa,Eyyübiye,Türkiye,170.02,36
1786,465,Buhari Akçay,buhari.akcay465@example.com,+905961129109,2022-04-12,2026-06-24,Mersin,Yenişehir,Türkiye,365.37,70
1787,462,Ortak Ömür Duran Karadeniz,ortak.omur.duran.karadeniz462@example.com,+905414545635,2025-09-06,2025-10-02,Denizli,Pamukkale,Türkiye,128.6,29
1788,58,Eflâtun Arcan Akçay,efltun.arcan.akcay58@example.com,+905053950240,2025-03-28,2025-10-05,İstanbul,Beşiktaş,Türkiye,367.96,65
1789,489,Dr. Mahter Havse Hançer,dr.mahter.havse.hancer489@example.com,+905054669275,2023-01-28,2025-11-14,Van,İpekyolu,Türkiye,432.04,72
1790,487,Adlan Eraslan,adlan.eraslan487@example.com,+905024817175,2024-12-30,2025-03-17,Şanlıurfa,Eyyübiye,Türkiye,189.99,36
1791,301,Çetinsu Temizkal Demirel Bilge,cetinsu.temizkal.demirel.bilge301@example.com,+905427990772,2022-01-02,2025-04-02,İstanbul,Şişli,Türkiye,207.08,43
1792,483,Eşim Yaman,esim.yaman483@example.com,+905341115950,2024-08-09,2025-02-26,Erzurum,Yakutiye,Türkiye,205.56,36
1793,414,Arş. Gör. Sebattin İvecen Ülker,ars.gor.sebattin.ivecen.ulker414@example.com,+905418621042,2023-06-24,2025-08-30,Gaziantep,Şehitkamil,Türkiye,221.99,40
1794,381,Dr. Buşra Karadeniz Çorlu,dr.busra.karadeniz.corlu381@example.com,+905120948181,2024-11-13,2025-01-25,Diyarbakır,Kayapınar,Türkiye,373.06,57
1795,192,Permun Akça Demirel,permun.akca.demirel192@example.com,+905359893347,2024-12-14,2026-05-23,Konya,Meram,Türkiye,306.22,61
1796,335,Alaz Eraslan Duran,alaz.eraslan.duran335@example.com,+905514846853,2023-08-17,2025-07-28,Van,İpekyolu,Türkiye,201.57,43
1797,436,Bayan Açılay Nili Karadeniz Arslan,bayan.acilay.nili.karadeniz.arslan436@example.com,+905567164932,2023-01-12,2025-04-01,Manisa,Şehzadeler,Türkiye,441.73,74
1798,494,Tanyolaç Ergül,tanyolac.ergul494@example.com,+905420165423,2023-12-28,2025-05-07,Malatya,Yeşilyurt,Türkiye,259.52,44
1799,366,Arş. Gör. Güverçin Şirivan Türk Gül,ars.gor.guvercin.sirivan.turk.gul366@example.com,+905433800545,2022-02-25,2025-08-24,Samsun,Atakum,Türkiye,118.08,28
1800,2,Uz. Zamir Açıkel Tarhan,uz.zamir.acikel.tarhan2@example.com,+905161849593,2021-12-31,2025-03-25,Gaziantep,Şahinbey,Türkiye,99.3,22
1801,48,Hayrünnisa Ağbegim Yüksel,hayrunnisa.agbegim.yuksel48@example.com,+905724005045,2023-11-06,2026-02-07,Şanlıurfa,Eyyübiye,Türkiye,230.43,45
1802,394,Necva Yılmaz,necva.yilmaz394@example.com,+905095431735,2025-08-23,2025-10-22,Şanlıurfa,Eyyübiye,Türkiye,348.85,70
1803,457,Tonguç Ülker,tonguc.ulker457@example.com,+905167872568,2021-11-17,2026-03-14,Şanlıurfa,Eyyübiye,Türkiye,553.81,65
1804,139,Seçgül Dumanlı,secgul.dumanli139@example.com,+905758842524,2021-11-02,2026-02-06,İzmir,Bornova,Türkiye,377.0,74
1805,486,Öğr. Şöhret Yılmaz Akçay,ogr.sohret.yilmaz.akcay486@example.com,+905596063399,2025-07-12,2025-10-07,Malatya,Yeşilyurt,Türkiye,188.62,27
1806,243,Servinaz Belkize Tarhan,servinaz.belkize.tarhan243@example.com,+905583206799,2023-02-13,2025-09-06,Manisa,Şehzadeler,Türkiye,89.07,23
1807,338,Deryanur Hasgül Güçlü Yıldırım,deryanur.hasgul.guclu.yildirim338@example.com,+905070015941,2023-09-01,2026-01-30,Mersin,Yenişehir,Türkiye,436.9,75
1808,374,Servinaz Tülin Tevetoğlu,servinaz.tulin.tevetoglu374@example.com,+905341085628,2022-12-01,2025-02-08,Samsun,Atakum,Türkiye,200.23,36
1809,92,Behiza Hezniye Arsoy Arslan,behiza.hezniye.arsoy.arslan92@example.com,+905301657120,2022-11-11,2025-02-04,Mersin,Toroslar,Türkiye,200.13,28
1810,69,Av. Arıkol Mirbadin Sezgin,av.arikol.mirbadin.sezgin69@example.com,+905462914865,2025-03-26,2026-03-11,Antalya,Kepez,Türkiye,492.01,60
1811,453,Hiçsönmez Hançer,hicsonmez.hancer453@example.com,+905097283215,2025-03-14,2026-01-24,Gaziantep,Şehitkamil,Türkiye,302.36,50
1812,274,Oliver İhsanoğlu,oliver.ihsanoglu274@example.com,+905566668327,2025-03-03,2025-08-21,Ankara,Çankaya,Türkiye,188.1,30
1813,427,Erinçer Akar,erincer.akar427@example.com,+905249724399,2022-03-26,2025-02-11,Samsun,İlkadım,Türkiye,361.82,71
1814,179,Muvaffak Hayrioğlu,muvaffak.hayrioglu179@example.com,+905648909010,2025-09-05,2025-10-13,Samsun,İlkadım,Türkiye,322.67,62
1815,109,Aköz Hançer,akoz.hancer109@example.com,+905484086211,2023-01-04,2025-07-29,Manisa,Şehzadeler,Türkiye,118.05,27
1816,172,Bayan Oluş Şama Ülker,bayan.olus.sama.ulker172@example.com,+905584282417,2025-03-25,2025-11-22,Gaziantep,Şehitkamil,Türkiye,342.73,65
1817,312,Okt. İmrihan Melikkan Şener Şafak,okt.imrihan.melikkan.sener.safak312@example.com,+905376742662,2022-08-28,2026-03-17,Diyarbakır,Kayapınar,Türkiye,286.9,56
1818,311,Zöhrehan Ferhan Erdoğan,zohrehan.ferhan.erdogan311@example.com,+905562656504,2024-01-06,2026-06-04,Diyarbakır,Kayapınar,Türkiye,196.65,40
1819,60,Çev. Tüzeer Nurullah Bilir,cev.tuzeer.nurullah.bilir60@example.com,+905560494519,2023-02-07,2025-10-09,Manisa,Şehzadeler,Türkiye,147.6,31
1820,73,Koçak Akçay,kocak.akcay73@example.com,+905460953962,2022-03-23,2025-05-05,Gaziantep,Şahinbey,Türkiye,306.89,60
1821,75,Kaver İhsanoğlu Çetin,kaver.ihsanoglu.cetin75@example.com,+905415667652,2023-03-02,2026-03-13,Kayseri,Kocasinan,Türkiye,357.8,62
1822,391,Tanbay İhsanoğlu,tanbay.ihsanoglu391@example.com,+905060566418,2023-05-02,2025-12-11,Bursa,Osmangazi,Türkiye,317.07,49
1823,428,Yrd. Doç. Birgit İnönü,yrd.doc.birgit.inonu428@example.com,+905448869461,2025-05-03,2025-07-30,Bursa,Nilüfer,Türkiye,362.14,58
1824,195,Özpınar Selâtin Çetin Türk,ozpinar.seltin.cetin.turk195@example.com,+905573993056,2025-04-24,2026-06-02,İstanbul,Kadıköy,Türkiye,208.76,42
1825,52,Arş. Gör. Firdevis Eraslan Fırat,ars.gor.firdevis.eraslan.firat52@example.com,+905104709521,2024-04-17,2025-03-27,Mersin,Yenişehir,Türkiye,386.73,38
1826,118,Haliye Habibe Yıldırım,haliye.habibe.yildirim118@example.com,+905466183982,2022-02-08,2025-01-06,Bursa,Nilüfer,Türkiye,177.84,42
1827,48,Hayrünnisa Ağbegim Yüksel,hayrunnisa.agbegim.yuksel48@example.com,+905724005045,2023-11-06,2025-03-30,Şanlıurfa,Eyyübiye,Türkiye,187.23,45
1828,449,Bağdat Şama,bagdat.sama449@example.com,+905435989262,2024-03-05,2025-05-01,İzmir,Karşıyaka,Türkiye,389.55,68
1829,224,Eskinalp Türk,eskinalp.turk224@example.com,+905061203471,2023-06-05,2025-09-04,Erzurum,Yakutiye,Türkiye,339.05,65
1830,378,Ruhugül Gül Sakarya,ruhugul.gul.sakarya378@example.com,+905028519611,2023-11-17,2026-03-12,Diyarbakır,Kayapınar,Türkiye,316.37,54
1831,16,Alanalp Ülker,alanalp.ulker16@example.com,+905542784980,2022-03-16,2026-02-12,Van,İpekyolu,Türkiye,421.31,70
1832,347,İvecen Oganer Mansız Seven,ivecen.oganer.mansiz.seven347@example.com,+905342069694,2025-02-10,2026-02-01,İzmir,Bornova,Türkiye,163.42,23
1833,31,İlklima Şafak,ilklima.safak31@example.com,+905745299124,2025-05-05,2025-06-25,Van,İpekyolu,Türkiye,303.07,55
1834,179,Muvaffak Hayrioğlu,muvaffak.hayrioglu179@example.com,+905648909010,2025-09-05,2025-12-06,Samsun,İlkadım,Türkiye,337.69,62
1835,311,Zöhrehan Ferhan Erdoğan,zohrehan.ferhan.erdogan311@example.com,+905562656504,2024-01-06,2025-03-06,Diyarbakır,Kayapınar,Türkiye,220.65,40
1836,3,Suat Şafak,suat.safak3@example.com,+905534192832,2023-05-11,2026-05-14,Gaziantep,Şehitkamil,Türkiye,231.95,42
1837,342,Aktemür Göken Soylu,aktemur.goken.soylu342@example.com,+905034864518,2024-08-15,2026-02-17,İstanbul,Kadıköy,Türkiye,406.34,72
1838,392,Asiman Akçay,asiman.akcay392@example.com,+905304687506,2024-11-09,2025-05-19,Ankara,Yenimahalle,Türkiye,194.37,39
1839,418,Yrd. Doç. Rana Rümeysa Arslan,yrd.doc.rana.rumeysa.arslan418@example.com,+905013649718,2022-10-04,2025-12-06,Mersin,Toroslar,Türkiye,156.55,28
1840,6,Yağızkurt Şensoy,yagizkurt.sensoy6@example.com,+905480184514,2023-07-06,2026-06-30,Bursa,Nilüfer,Türkiye,168.67,28
1841,410,Çıvgın Yaman,civgin.yaman410@example.com,+905729949387,2024-05-27,2025-12-17,Kayseri,Kocasinan,Türkiye,159.84,30
1842,3,Suat Şafak,suat.safak3@example.com,+905534192832,2023-05-11,2025-12-07,Gaziantep,Şehitkamil,Türkiye,224.31,42
1843,468,Seniha Hasgül Duran,seniha.hasgul.duran468@example.com,+905434481230,2022-12-16,2025-03-31,Malatya,Yeşilyurt,Türkiye,162.66,33
1844,111,Dr. Ağakişi Hükümdar Öcalan,dr.agakisi.hukumdar.ocalan111@example.com,+905016668700,2022-01-03,2026-03-19,İzmir,Karşıyaka,Türkiye,150.11,28
1845,115,Prof. Huban Kerime Aksu,prof.huban.kerime.aksu115@example.com,+905477358662,2022-02-19,2025-05-13,Eskişehir,Odunpazarı,Türkiye,361.81,55
1846,321,Gürcüye Gülev Mansız Eraslan,gurcuye.gulev.mansiz.eraslan321@example.com,+905011939325,2025-10-14,2025-10-26,Bursa,Nilüfer,Türkiye,104.82,23
